"PK_RESENAR","RESENAR_KUNDNUMMER","RESENAR_CREATE","RESENAR_OWNER"
199002072388,"","N","NONE"
199002082387,"","N","NONE"
199002092386,"","N","NONE"
199002102383,"","N","NONE"
199002112382,"","N","NONE"
199002122381,"","N","NONE"
199002122399,"","N","NONE"
199002132380,"","N","NONE"
199002142389,"","N","NONE"
199002152388,"","N","NONE"
199002162387,"","N","NONE"
199002162395,"","N","NONE"
199002172386,"","N","NONE"
199002182385,"","N","NONE"
199002192384,"","N","NONE"
199002192392,"","N","NONE"
199002202381,"","N","NONE"
199002212380,"","N","NONE"
199002222389,"","N","NONE"
199002232396,"","N","NONE"
199002242387,"","N","NONE"
199002252386,"","N","NONE"
199002262385,"","N","NONE"
199002262393,"","N","NONE"
199002272384,"","N","NONE"
199002272392,"","N","NONE"
199002282383,"","N","NONE"
199003012383,"","N","NONE"
199003012391,"","N","NONE"
199003022382,"","N","NONE"
199003032381,"","N","NONE"
199003042380,"","N","NONE"
199003042398,"","N","NONE"
199003052389,"","N","NONE"
199003062388,"","N","NONE"
199003062396,"","N","NONE"
199003072387,"","N","NONE"
199003082386,"","N","NONE"
199003082394,"","N","NONE"
199003092385,"","N","NONE"
199003102382,"","N","NONE"
199003112381,"","N","NONE"
199003122380,"","N","NONE"
199003122398,"","N","NONE"
199003132389,"","N","NONE"
199003132397,"","N","NONE"
199003142388,"","N","NONE"
199003142396,"","N","NONE"
199003152387,"","N","NONE"
199003152395,"","N","NONE"
199003162386,"","N","NONE"
199003162394,"","N","NONE"
199003172385,"","N","NONE"
199003172393,"","N","NONE"
199003182384,"","N","NONE"
199003182392,"","N","NONE"
199003192383,"","N","NONE"
199003202380,"","N","NONE"
199003202398,"","N","NONE"
199003212397,"","N","NONE"
199003222388,"","N","NONE"
199003222396,"","N","NONE"
199003242394,"","N","NONE"
199003252393,"","N","NONE"
199003262384,"","N","NONE"
199003272383,"","N","NONE"
199003272391,"","N","NONE"
199003282382,"","N","NONE"
199003282390,"","N","NONE"
199003292381,"","N","NONE"
199003292399,"","N","NONE"
199003302388,"","N","NONE"
199003302396,"","N","NONE"
199003312387,"","N","NONE"
199003312395,"","N","NONE"
199004012382,"","N","NONE"
199004012390,"","N","NONE"
199004022381,"","N","NONE"
199004022399,"","N","NONE"
199004032380,"","N","NONE"
199004032398,"","N","NONE"
199004042389,"","N","NONE"
199004042397,"","N","NONE"
199004052388,"","N","NONE"
199004062387,"","N","NONE"
199004062395,"","N","NONE"
199004072386,"","N","NONE"
199004072394,"","N","NONE"
199004082385,"","N","NONE"
199004082393,"","N","NONE"
199004092384,"","N","NONE"
199004092392,"","N","NONE"
199004102381,"","N","NONE"
199004102399,"","N","NONE"
199004112380,"","N","NONE"
199004112398,"","N","NONE"
199004122389,"","N","NONE"
199004122397,"","N","NONE"
199004132388,"","N","NONE"
199004132396,"","N","NONE"
199004142387,"","N","NONE"
199004142395,"","N","NONE"
199004152386,"","N","NONE"
199004152394,"","N","NONE"
199004162385,"","N","NONE"
199004162393,"","N","NONE"
199004172384,"","N","NONE"
199004172392,"","N","NONE"
199004182383,"","N","NONE"
199004192382,"","N","NONE"
199004192390,"","N","NONE"
199004202389,"","N","NONE"
199004202397,"","N","NONE"
199004212388,"","N","NONE"
199004222395,"","N","NONE"
199004232386,"","N","NONE"
199004242385,"","N","NONE"
199004252384,"","N","NONE"
199004252392,"","N","NONE"
199004262383,"","N","NONE"
199004272382,"","N","NONE"
199004272390,"","N","NONE"
199004282381,"","N","NONE"
199004282399,"","N","NONE"
199004292380,"","N","NONE"
199004292398,"","N","NONE"
199004302387,"","N","NONE"
199004302395,"","N","NONE"
199005012381,"","N","NONE"
199005012399,"","N","NONE"
199005022398,"","N","NONE"
199005032389,"","N","NONE"
199005042388,"","N","NONE"
199005042396,"","N","NONE"
199005052387,"","N","NONE"
199005062386,"","N","NONE"
199005062394,"","N","NONE"
199005072385,"","N","NONE"
199005072393,"","N","NONE"
199005082384,"","N","NONE"
199005082392,"","N","NONE"
199005092383,"","N","NONE"
199005092391,"","N","NONE"
199005102380,"","N","NONE"
199005102398,"","N","NONE"
199005112389,"","N","NONE"
199005112397,"","N","NONE"
199005122388,"","N","NONE"
199005122396,"","N","NONE"
199005132395,"","N","NONE"
199005142386,"","N","NONE"
199005152385,"","N","NONE"
199005152393,"","N","NONE"
199005162384,"","N","NONE"
199005162392,"","N","NONE"
199005172383,"","N","NONE"
199005172391,"","N","NONE"
199005182382,"","N","NONE"
199005182390,"","N","NONE"
199005192381,"","N","NONE"
199005202388,"","N","NONE"
199005212387,"","N","NONE"
199005212395,"","N","NONE"
199005222386,"","N","NONE"
199005222394,"","N","NONE"
199005232385,"","N","NONE"
199005242384,"","N","NONE"
199005242392,"","N","NONE"
199005252383,"","N","NONE"
199005262382,"","N","NONE"
199005262390,"","N","NONE"
199005272381,"","N","NONE"
199005272399,"","N","NONE"
199005282380,"","N","NONE"
199005282398,"","N","NONE"
199005292389,"","N","NONE"
199005292397,"","N","NONE"
199005302386,"","N","NONE"
199005302394,"","N","NONE"
199005312385,"","N","NONE"
199005312393,"","N","NONE"
199006012380,"","N","NONE"
199006012398,"","N","NONE"
199006022389,"","N","NONE"
199006032388,"","N","NONE"
199006032396,"","N","NONE"
199006042387,"","N","NONE"
199006042395,"","N","NONE"
199006052394,"","N","NONE"
199006072384,"","N","NONE"
199006072392,"","N","NONE"
199006082383,"","N","NONE"
199006082391,"","N","NONE"
199006092382,"","N","NONE"
199006092390,"","N","NONE"
199006102389,"","N","NONE"
199006102397,"","N","NONE"
199006112388,"","N","NONE"
199006112396,"","N","NONE"
199006122387,"","N","NONE"
199006122395,"","N","NONE"
199006132386,"","N","NONE"
199006132394,"","N","NONE"
199006142385,"","N","NONE"
199006142393,"","N","NONE"
199006152384,"","N","NONE"
199006152392,"","N","NONE"
199006162383,"","N","NONE"
199006162391,"","N","NONE"
199006172382,"","N","NONE"
199006182381,"","N","NONE"
199006192380,"","N","NONE"
199006192398,"","N","NONE"
199006202387,"","N","NONE"
199006202395,"","N","NONE"
199006212386,"","N","NONE"
199006212394,"","N","NONE"
199006222385,"","N","NONE"
199006222393,"","N","NONE"
199006232384,"","N","NONE"
199006232392,"","N","NONE"
199006242383,"","N","NONE"
199006242391,"","N","NONE"
199006252382,"","N","NONE"
199006252390,"","N","NONE"
199006262381,"","N","NONE"
199006262399,"","N","NONE"
199006272380,"","N","NONE"
199006272398,"","N","NONE"
199006282389,"","N","NONE"
199006282397,"","N","NONE"
199006292388,"","N","NONE"
199006302385,"","N","NONE"
199007012389,"","N","NONE"
199007022388,"","N","NONE"
199007022396,"","N","NONE"
199007032387,"","N","NONE"
199007032395,"","N","NONE"
199007042386,"","N","NONE"
199007042394,"","N","NONE"
199007052385,"","N","NONE"
199007062384,"","N","NONE"
199007062392,"","N","NONE"
199007072383,"","N","NONE"
199007082382,"","N","NONE"
199007082390,"","N","NONE"
199007092381,"","N","NONE"
199007092399,"","N","NONE"
199007102388,"","N","NONE"
199007102396,"","N","NONE"
199007112387,"","N","NONE"
199007112395,"","N","NONE"
199007122386,"","N","NONE"
199007122394,"","N","NONE"
199007132385,"","N","NONE"
199007132393,"","N","NONE"
199007142384,"","N","NONE"
199007142392,"","N","NONE"
199007152383,"","N","NONE"
199007162382,"","N","NONE"
199007172381,"","N","NONE"
199007182380,"","N","NONE"
199007192389,"","N","NONE"
199007192397,"","N","NONE"
199007202386,"","N","NONE"
199007202394,"","N","NONE"
199007212385,"","N","NONE"
199007222384,"","N","NONE"
199007222392,"","N","NONE"
199007232383,"","N","NONE"
199007232391,"","N","NONE"
199007242382,"","N","NONE"
199007242390,"","N","NONE"
199007252381,"","N","NONE"
199007252399,"","N","NONE"
199007262380,"","N","NONE"
199007262398,"","N","NONE"
199007272389,"","N","NONE"
199007272397,"","N","NONE"
199007282396,"","N","NONE"
199007292387,"","N","NONE"
199007292395,"","N","NONE"
199007302392,"","N","NONE"
199007312383,"","N","NONE"
199007312391,"","N","NONE"
199008012388,"","N","NONE"
199008022387,"","N","NONE"
199008022395,"","N","NONE"
199008032386,"","N","NONE"
199008032394,"","N","NONE"
199008042385,"","N","NONE"
199008042393,"","N","NONE"
199008052384,"","N","NONE"
199008052392,"","N","NONE"
199008062383,"","N","NONE"
199008062391,"","N","NONE"
199008072382,"","N","NONE"
199008072390,"","N","NONE"
199008082381,"","N","NONE"
199008082399,"","N","NONE"
199008092380,"","N","NONE"
199008102387,"","N","NONE"
199008102395,"","N","NONE"
199008112386,"","N","NONE"
199008122385,"","N","NONE"
199008132384,"","N","NONE"
199008132392,"","N","NONE"
199008142383,"","N","NONE"
199008152382,"","N","NONE"
199008152390,"","N","NONE"
199008162381,"","N","NONE"
199008162399,"","N","NONE"
199008172380,"","N","NONE"
199008172398,"","N","NONE"
199008182389,"","N","NONE"
199008182397,"","N","NONE"
199008192388,"","N","NONE"
199008192396,"","N","NONE"
199008202385,"","N","NONE"
199008202393,"","N","NONE"
199008212384,"","N","NONE"
199008212392,"","N","NONE"
199008222383,"","N","NONE"
199008222391,"","N","NONE"
199008232382,"","N","NONE"
199008232390,"","N","NONE"
199008242381,"","N","NONE"
199008242399,"","N","NONE"
199008252380,"","N","NONE"
199008252398,"","N","NONE"
199008262389,"","N","NONE"
199008262397,"","N","NONE"
199008272388,"","N","NONE"
199008272396,"","N","NONE"
199008282387,"","N","NONE"
199008282395,"","N","NONE"
199008292386,"","N","NONE"
199008292394,"","N","NONE"
199008302383,"","N","NONE"
199008302391,"","N","NONE"
199008302615,"","N","NONE"
199008312382,"","N","NONE"
199008312390,"","N","NONE"
199009012387,"","N","NONE"
199009012395,"","N","NONE"
199009022386,"","N","NONE"
199009022394,"","N","NONE"
199009032385,"","N","NONE"
199009032393,"","N","NONE"
199009042384,"","N","NONE"
199009042392,"","N","NONE"
199009052383,"","N","NONE"
199009052391,"","N","NONE"
199009062382,"","N","NONE"
199009062390,"","N","NONE"
199009072381,"","N","NONE"
199009072399,"","N","NONE"
199009082380,"","N","NONE"
199009082398,"","N","NONE"
199009092389,"","N","NONE"
199009092397,"","N","NONE"
199009102386,"","N","NONE"
199009102394,"","N","NONE"
199009112385,"","N","NONE"
199009112393,"","N","NONE"
199009122384,"","N","NONE"
199009122392,"","N","NONE"
199009132391,"","N","NONE"
199009142382,"","N","NONE"
199009142390,"","N","NONE"
199009152381,"","N","NONE"
199009162380,"","N","NONE"
199009162398,"","N","NONE"
199009172389,"","N","NONE"
199009172397,"","N","NONE"
199009182388,"","N","NONE"
199009182396,"","N","NONE"
199009192387,"","N","NONE"
199009192395,"","N","NONE"
199009202384,"","N","NONE"
199009202392,"","N","NONE"
199009212383,"","N","NONE"
199009212391,"","N","NONE"
199009222382,"","N","NONE"
199009222390,"","N","NONE"
199009232381,"","N","NONE"
199009232399,"","N","NONE"
199009242380,"","N","NONE"
199009242398,"","N","NONE"
199009252389,"","N","NONE"
199009252397,"","N","NONE"
199009262388,"","N","NONE"
199009262396,"","N","NONE"
199009272387,"","N","NONE"
199009272395,"","N","NONE"
199009282386,"","N","NONE"
199009282394,"","N","NONE"
199009292385,"","N","NONE"
199009302382,"","N","NONE"
199010012384,"","N","NONE"
199010022383,"","N","NONE"
199010032382,"","N","NONE"
199010032390,"","N","NONE"
199010042381,"","N","NONE"
199010042399,"","N","NONE"
199010052380,"","N","NONE"
199010052398,"","N","NONE"
199010062389,"","N","NONE"
199010062397,"","N","NONE"
199010072388,"","N","NONE"
199010072396,"","N","NONE"
199010082387,"","N","NONE"
199010082395,"","N","NONE"
199010092386,"","N","NONE"
199010092394,"","N","NONE"
199010102383,"","N","NONE"
199010112382,"","N","NONE"
199010122381,"","N","NONE"
199010122399,"","N","NONE"
199010132380,"","N","NONE"
199010132398,"","N","NONE"
199010142389,"","N","NONE"
199010142397,"","N","NONE"
199010152388,"","N","NONE"
199010162387,"","N","NONE"
199010162395,"","N","NONE"
199010172386,"","N","NONE"
199010172394,"","N","NONE"
199010182385,"","N","NONE"
199010182393,"","N","NONE"
199010192384,"","N","NONE"
199010192392,"","N","NONE"
199010202381,"","N","NONE"
199010202399,"","N","NONE"
199010212380,"","N","NONE"
199010212398,"","N","NONE"
199010222389,"","N","NONE"
199010222397,"","N","NONE"
199010232388,"","N","NONE"
199010232396,"","N","NONE"
199010242387,"","N","NONE"
199010242395,"","N","NONE"
199010252386,"","N","NONE"
199010252394,"","N","NONE"
199010262385,"","N","NONE"
199010272384,"","N","NONE"
199010272392,"","N","NONE"
199010282383,"","N","NONE"
199010282391,"","N","NONE"
199010292382,"","N","NONE"
199010292390,"","N","NONE"
199010302389,"","N","NONE"
199010302397,"","N","NONE"
199010312388,"","N","NONE"
199010312396,"","N","NONE"
199011012383,"","N","NONE"
199011012391,"","N","NONE"
199011022382,"","N","NONE"
199011022390,"","N","NONE"
199011032381,"","N","NONE"
199011032399,"","N","NONE"
199011042380,"","N","NONE"
199011042398,"","N","NONE"
199011052389,"","N","NONE"
199011052397,"","N","NONE"
199011062388,"","N","NONE"
199011062396,"","N","NONE"
199011072387,"","N","NONE"
199011072395,"","N","NONE"
199011082386,"","N","NONE"
199011092385,"","N","NONE"
199011092393,"","N","NONE"
199011102382,"","N","NONE"
199011112381,"","N","NONE"
199011112399,"","N","NONE"
199011122380,"","N","NONE"
199011122398,"","N","NONE"
199011132389,"","N","NONE"
199011132397,"","N","NONE"
199011140903,"","N","NONE"
199011141547,"","N","NONE"
199011142388,"","N","NONE"
199011142396,"","N","NONE"
199011145191,"","N","NONE"
199011152387,"","N","NONE"
199011153575,"","N","NONE"
199011160026,"","N","NONE"
199011162386,"","N","NONE"
199011162485,"","N","NONE"
199011162725,"","N","NONE"
199011162964,"","N","NONE"
199011172385,"","N","NONE"
199011172393,"","N","NONE"
199011172476,"","N","NONE"
199011182384,"","N","NONE"
199011182392,"","N","NONE"
199011192383,"","N","NONE"
199011192391,"","N","NONE"
199011202380,"","N","NONE"
199011202398,"","N","NONE"
199011212389,"","N","NONE"
199011222388,"","N","NONE"
199011232387,"","N","NONE"
199011242386,"","N","NONE"
199011242394,"","N","NONE"
199011252385,"","N","NONE"
199011252393,"","N","NONE"
199011262384,"","N","NONE"
199011272383,"","N","NONE"
199011272391,"","N","NONE"
199011282382,"","N","NONE"
199011292381,"","N","NONE"
199011292399,"","N","NONE"
199011302388,"","N","NONE"
199011302396,"","N","NONE"
199012012382,"","N","NONE"
199012022381,"","N","NONE"
199012032380,"","N","NONE"
199012032398,"","N","NONE"
199012042389,"","N","NONE"
199012042397,"","N","NONE"
199012052388,"","N","NONE"
199012052396,"","N","NONE"
199012062387,"","N","NONE"
199012072386,"","N","NONE"
199012072394,"","N","NONE"
199012082385,"","N","NONE"
199012082393,"","N","NONE"
199012092384,"","N","NONE"
199012092392,"","N","NONE"
199012102381,"","N","NONE"
199012102399,"","N","NONE"
199012112380,"","N","NONE"
199012112398,"","N","NONE"
199012122389,"","N","NONE"
199012132388,"","N","NONE"
199012132396,"","N","NONE"
199012142387,"","N","NONE"
199012142395,"","N","NONE"
199012152386,"","N","NONE"
199012152394,"","N","NONE"
199012162385,"","N","NONE"
199012162393,"","N","NONE"
199012172384,"","N","NONE"
199012172392,"","N","NONE"
199012182383,"","N","NONE"
199012182391,"","N","NONE"
199012192382,"","N","NONE"
199012192390,"","N","NONE"
199012202389,"","N","NONE"
199012202397,"","N","NONE"
199012212388,"","N","NONE"
199012212396,"","N","NONE"
199012222387,"","N","NONE"
199012222395,"","N","NONE"
199012232386,"","N","NONE"
199012232394,"","N","NONE"
199012242385,"","N","NONE"
199012242393,"","N","NONE"
199012252384,"","N","NONE"
199012252392,"","N","NONE"
199012262383,"","N","NONE"
199012262391,"","N","NONE"
199012272382,"","N","NONE"
199012272390,"","N","NONE"
199012282381,"","N","NONE"
199012282399,"","N","NONE"
199012292380,"","N","NONE"
199012292398,"","N","NONE"
199012302387,"","N","NONE"
199012302395,"","N","NONE"
199012312386,"","N","NONE"
199012312394,"","N","NONE"
199101012392,"","N","NONE"
199101022383,"","N","NONE"
199101022391,"","N","NONE"
199101032382,"","N","NONE"
199101032390,"","N","NONE"
199101042381,"","N","NONE"
199101042399,"","N","NONE"
199101052380,"","N","NONE"
199101052398,"","N","NONE"
199101062389,"","N","NONE"
199101062397,"","N","NONE"
199101072388,"","N","NONE"
199101072396,"","N","NONE"
199101082387,"","N","NONE"
199101082395,"","N","NONE"
199101092386,"","N","NONE"
199101092394,"","N","NONE"
199101102383,"","N","NONE"
199101102391,"","N","NONE"
199101112382,"","N","NONE"
199101112390,"","N","NONE"
199101122381,"","N","NONE"
199101122399,"","N","NONE"
199101132380,"","N","NONE"
199101132398,"","N","NONE"
199101142389,"","N","NONE"
199101142397,"","N","NONE"
199101152388,"","N","NONE"
199101162387,"","N","NONE"
199101162395,"","N","NONE"
199101172386,"","N","NONE"
199101172394,"","N","NONE"
199101182385,"","N","NONE"
199101182393,"","N","NONE"
199101192384,"","N","NONE"
199101192392,"","N","NONE"
199101202381,"","N","NONE"
199101202399,"","N","NONE"
199101212380,"","N","NONE"
199101212398,"","N","NONE"
199101222389,"","N","NONE"
199101222397,"","N","NONE"
199101232388,"","N","NONE"
199101242387,"","N","NONE"
199101242395,"","N","NONE"
199101252386,"","N","NONE"
199101252394,"","N","NONE"
199101262385,"","N","NONE"
199101272384,"","N","NONE"
199101272392,"","N","NONE"
199101282383,"","N","NONE"
199101282391,"","N","NONE"
199101292390,"","N","NONE"
199101302389,"","N","NONE"
199101302397,"","N","NONE"
199101312388,"","N","NONE"
199101312396,"","N","NONE"
199102012383,"","N","NONE"
199102012391,"","N","NONE"
199102022382,"","N","NONE"
199102022390,"","N","NONE"
199102032381,"","N","NONE"
199102032399,"","N","NONE"
199102042380,"","N","NONE"
199102042398,"","N","NONE"
199102052389,"","N","NONE"
199102052397,"","N","NONE"
199102062388,"","N","NONE"
199102062396,"","N","NONE"
199102072387,"","N","NONE"
199102072395,"","N","NONE"
199102082386,"","N","NONE"
199102082394,"","N","NONE"
199102092385,"","N","NONE"
199102092393,"","N","NONE"
199102102382,"","N","NONE"
199102102390,"","N","NONE"
199102112381,"","N","NONE"
199102112399,"","N","NONE"
199102122380,"","N","NONE"
199102122398,"","N","NONE"
199102132389,"","N","NONE"
199102132397,"","N","NONE"
199102142388,"","N","NONE"
199102142396,"","N","NONE"
199102152387,"","N","NONE"
199102152395,"","N","NONE"
199102162386,"","N","NONE"
199102162394,"","N","NONE"
199102172385,"","N","NONE"
199102172393,"","N","NONE"
199102182384,"","N","NONE"
199102182392,"","N","NONE"
199102192383,"","N","NONE"
199102192391,"","N","NONE"
199102202380,"","N","NONE"
199102202398,"","N","NONE"
199102212389,"","N","NONE"
199102212397,"","N","NONE"
199102222388,"","N","NONE"
199102232387,"","N","NONE"
199102232395,"","N","NONE"
199102242386,"","N","NONE"
199102242394,"","N","NONE"
199102252385,"","N","NONE"
199102252393,"","N","NONE"
199102262384,"","N","NONE"
199102262392,"","N","NONE"
199102272383,"","N","NONE"
199102282382,"","N","NONE"
199102282390,"","N","NONE"
199103012382,"","N","NONE"
199103012390,"","N","NONE"
199103022381,"","N","NONE"
199103022399,"","N","NONE"
199103032380,"","N","NONE"
199103032398,"","N","NONE"
199103042389,"","N","NONE"
199103042397,"","N","NONE"
199103052388,"","N","NONE"
199103052396,"","N","NONE"
199103062387,"","N","NONE"
199103062395,"","N","NONE"
199103072386,"","N","NONE"
199103082385,"","N","NONE"
199103082393,"","N","NONE"
199103092392,"","N","NONE"
199103102381,"","N","NONE"
199103102399,"","N","NONE"
199103112380,"","N","NONE"
199103112398,"","N","NONE"
199103122389,"","N","NONE"
199103122397,"","N","NONE"
199103132388,"","N","NONE"
199103132396,"","N","NONE"
199103142387,"","N","NONE"
199103142395,"","N","NONE"
199103152386,"","N","NONE"
199103152394,"","N","NONE"
199103162385,"","N","NONE"
199103162393,"","N","NONE"
199103172384,"","N","NONE"
199103172392,"","N","NONE"
199103182383,"","N","NONE"
199103182391,"","N","NONE"
199103192382,"","N","NONE"
199103192390,"","N","NONE"
199103202389,"","N","NONE"
199103202397,"","N","NONE"
199103212388,"","N","NONE"
199103212396,"","N","NONE"
199103222387,"","N","NONE"
199103222395,"","N","NONE"
199103232386,"","N","NONE"
199103232394,"","N","NONE"
199103242385,"","N","NONE"
199103242393,"","N","NONE"
199103252384,"","N","NONE"
199103252392,"","N","NONE"
199103262383,"","N","NONE"
199103262391,"","N","NONE"
199103272382,"","N","NONE"
199103272390,"","N","NONE"
199103282381,"","N","NONE"
199103282399,"","N","NONE"
199103292380,"","N","NONE"
199103292398,"","N","NONE"
199103302387,"","N","NONE"
199103302395,"","N","NONE"
199103312386,"","N","NONE"
199103312394,"","N","NONE"
199104012381,"","N","NONE"
199104012399,"","N","NONE"
199104022380,"","N","NONE"
199104022398,"","N","NONE"
199104032389,"","N","NONE"
199104032397,"","N","NONE"
199104042388,"","N","NONE"
199104042396,"","N","NONE"
199104052387,"","N","NONE"
199104052395,"","N","NONE"
199104062386,"","N","NONE"
199104062394,"","N","NONE"
199104072385,"","N","NONE"
199104072393,"","N","NONE"
199104082384,"","N","NONE"
199104082392,"","N","NONE"
199104092383,"","N","NONE"
199104092391,"","N","NONE"
199104102380,"","N","NONE"
199104102398,"","N","NONE"
199104112389,"","N","NONE"
199104112397,"","N","NONE"
199104122388,"","N","NONE"
199104122396,"","N","NONE"
199104132387,"","N","NONE"
199104132395,"","N","NONE"
199104142386,"","N","NONE"
199104142394,"","N","NONE"
199104152385,"","N","NONE"
199104152393,"","N","NONE"
199104162384,"","N","NONE"
199104162392,"","N","NONE"
199104172383,"","N","NONE"
199104172391,"","N","NONE"
199104182382,"","N","NONE"
199104182390,"","N","NONE"
199104192381,"","N","NONE"
199104192399,"","N","NONE"
199104202388,"","N","NONE"
199104202396,"","N","NONE"
199104212387,"","N","NONE"
199104212395,"","N","NONE"
199104222386,"","N","NONE"
199104222394,"","N","NONE"
199104232385,"","N","NONE"
199104232393,"","N","NONE"
199104242384,"","N","NONE"
199104242392,"","N","NONE"
199104252383,"","N","NONE"
199104252391,"","N","NONE"
199104262382,"","N","NONE"
199104262390,"","N","NONE"
199104272381,"","N","NONE"
199104272399,"","N","NONE"
199104282380,"","N","NONE"
199104282398,"","N","NONE"
199104292389,"","N","NONE"
199104292397,"","N","NONE"
199104302386,"","N","NONE"
199104302394,"","N","NONE"
199105012380,"","N","NONE"
199105012398,"","N","NONE"
199105022389,"","N","NONE"
199105022397,"","N","NONE"
199105032388,"","N","NONE"
199105032396,"","N","NONE"
199105042387,"","N","NONE"
199105042395,"","N","NONE"
199105052386,"","N","NONE"
199105052394,"","N","NONE"
199105062385,"","N","NONE"
199105062393,"","N","NONE"
199105072384,"","N","NONE"
199105072392,"","N","NONE"
199105082383,"","N","NONE"
199105082391,"","N","NONE"
199105092382,"","N","NONE"
199105092390,"","N","NONE"
199105102389,"","N","NONE"
199105102397,"","N","NONE"
199105112388,"","N","NONE"
199105112396,"","N","NONE"
199105122387,"","N","NONE"
199105122395,"","N","NONE"
199105132386,"","N","NONE"
199105132394,"","N","NONE"
199105142385,"","N","NONE"
199105142393,"","N","NONE"
199105152384,"","N","NONE"
199105152392,"","N","NONE"
199105162383,"","N","NONE"
199105162391,"","N","NONE"
199105172382,"","N","NONE"
199105172390,"","N","NONE"
199105182381,"","N","NONE"
199105182399,"","N","NONE"
199105192380,"","N","NONE"
199105192398,"","N","NONE"
199105202387,"","N","NONE"
199105202395,"","N","NONE"
199105212386,"","N","NONE"
199105212394,"","N","NONE"
199105222385,"","N","NONE"
199105222393,"","N","NONE"
199105232384,"","N","NONE"
199105232392,"","N","NONE"
199105242383,"","N","NONE"
199105242391,"","N","NONE"
199105252382,"","N","NONE"
199105252390,"","N","NONE"
199105262399,"","N","NONE"
199105272380,"","N","NONE"
199105272398,"","N","NONE"
199105282389,"","N","NONE"
199105282397,"","N","NONE"
199105292388,"","N","NONE"
199105292396,"","N","NONE"
199105302385,"","N","NONE"
199105302393,"","N","NONE"
199105312384,"","N","NONE"
199105312392,"","N","NONE"
199106012389,"","N","NONE"
199106012397,"","N","NONE"
199106022388,"","N","NONE"
199106022396,"","N","NONE"
199106032387,"","N","NONE"
199106032395,"","N","NONE"
199106042386,"","N","NONE"
199106042394,"","N","NONE"
199106052385,"","N","NONE"
199106052393,"","N","NONE"
199106062384,"","N","NONE"
199106062392,"","N","NONE"
199106072383,"","N","NONE"
199106072391,"","N","NONE"
199106082382,"","N","NONE"
199106092381,"","N","NONE"
199106092399,"","N","NONE"
199106102388,"","N","NONE"
199106102396,"","N","NONE"
199106112387,"","N","NONE"
199106112395,"","N","NONE"
199106122386,"","N","NONE"
199106132385,"","N","NONE"
199106132393,"","N","NONE"
199106142384,"","N","NONE"
199106142392,"","N","NONE"
199106152383,"","N","NONE"
199106152391,"","N","NONE"
199106162382,"","N","NONE"
199106162390,"","N","NONE"
199106172381,"","N","NONE"
199106172399,"","N","NONE"
199106182380,"","N","NONE"
199106182398,"","N","NONE"
199106192389,"","N","NONE"
199106192397,"","N","NONE"
199106202386,"","N","NONE"
199106202394,"","N","NONE"
199106212385,"","N","NONE"
199106212393,"","N","NONE"
199106222384,"","N","NONE"
199106222392,"","N","NONE"
199106232383,"","N","NONE"
199106232391,"","N","NONE"
199106242382,"","N","NONE"
199106242390,"","N","NONE"
199106252381,"","N","NONE"
199106252399,"","N","NONE"
199106262380,"","N","NONE"
199106262398,"","N","NONE"
199106272389,"","N","NONE"
199106272397,"","N","NONE"
199106282388,"","N","NONE"
199106282396,"","N","NONE"
199106292387,"","N","NONE"
199106292395,"","N","NONE"
199106302384,"","N","NONE"
199106302392,"","N","NONE"
199107012388,"","N","NONE"
199107012396,"","N","NONE"
199107022387,"","N","NONE"
199107022395,"","N","NONE"
199107032386,"","N","NONE"
199107032394,"","N","NONE"
199107042385,"","N","NONE"
199107042393,"","N","NONE"
199107052384,"","N","NONE"
199107052392,"","N","NONE"
199107062383,"","N","NONE"
199107062391,"","N","NONE"
199107072382,"","N","NONE"
199107072390,"","N","NONE"
199107082381,"","N","NONE"
199107082399,"","N","NONE"
199107092380,"","N","NONE"
199107092398,"","N","NONE"
199107102387,"","N","NONE"
199107102395,"","N","NONE"
199107112386,"","N","NONE"
199107112394,"","N","NONE"
199107122385,"","N","NONE"
199107122393,"","N","NONE"
199107132384,"","N","NONE"
199107132392,"","N","NONE"
199107142383,"","N","NONE"
199107142391,"","N","NONE"
199107152382,"","N","NONE"
199107162381,"","N","NONE"
199107162399,"","N","NONE"
199107172398,"","N","NONE"
199107182389,"","N","NONE"
199107182397,"","N","NONE"
199107192388,"","N","NONE"
199107192396,"","N","NONE"
199107202385,"","N","NONE"
199107202393,"","N","NONE"
199107212384,"","N","NONE"
199107212392,"","N","NONE"
199107222383,"","N","NONE"
199107222391,"","N","NONE"
199107232382,"","N","NONE"
199107232390,"","N","NONE"
199107242381,"","N","NONE"
199107242399,"","N","NONE"
199107252380,"","N","NONE"
199107252398,"","N","NONE"
199107262389,"","N","NONE"
199107262397,"","N","NONE"
199107272388,"","N","NONE"
199107272396,"","N","NONE"
199107282387,"","N","NONE"
199107282395,"","N","NONE"
199107292386,"","N","NONE"
199107292394,"","N","NONE"
199107302383,"","N","NONE"
199107302391,"","N","NONE"
199107312382,"","N","NONE"
199107312390,"","N","NONE"
199108012387,"","N","NONE"
199108012395,"","N","NONE"
199108022386,"","N","NONE"
199108022394,"","N","NONE"
199108032385,"","N","NONE"
199108032393,"","N","NONE"
199108042384,"","N","NONE"
199108042392,"","N","NONE"
199108052391,"","N","NONE"
199108062382,"","N","NONE"
199108062390,"","N","NONE"
199108072399,"","N","NONE"
199108082398,"","N","NONE"
