Pnr,PnrTyp,Tilltalskod,Fnamn,Mnamn,Enamn,Lan,Kommun,Fors,FbUtdelAdr2,FbPostnr,FbPostort,AvrOrsak,AviNamn,FbAviUtdelAdr,FbAviPostnr,FbAviPostort,Kon,SekrMark
199105152384,P,10,Nina, ,Squalidae,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Squalidae, Nina",Terapivägen 16D,14156,Huddinge     ,K,N
199105152392,P,10,Hans, ,Pirålar,1,86,99,Herrgårdsstigen 4,18162,Lidingö,  ,"Pirålar, Hans",Herrgårdsstigen 4,18162,Lidingö      ,M,N
199105162383,P,12,Gill Ophelia, ,Håkäring Somniosus,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Håkäring Somniosus, Gill Ophelia",Sergelgatan 12,11157,Stockholm    ,K,N
199105162391,P,10,Bruno, ,Pirålar,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Pirålar, Bruno",Hampvägen 4,14567,Norsborg     ,M,N
199105172382,P,10,Maria, ,Hoppråttor,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Hoppråttor, Maria",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
199105172390,P,10,Andy, ,Rollulus,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Rollulus, Andy",Nydalavägen 73/Lundalm,15251,Södertälje   ,M,N
199105182381,P,10,Kemira, ,Dvärgmyskdjur-mushjortar,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Dvärgmyskdjur-mushjortar, Kemira",Olofsgatan 13,19330,Sigtuna      ,K,N
199105182399,P,10,Hassan, ,Simpor,1,81,99,Mjölnarstigen 11,15021,Mölnbo,  ,"Simpor, Hassan",Mjölnarstigen 11/Quercus,15021,Mölnbo       ,M,N
199105192380,P,10,Eva Rebecka, ,Chlorocebus,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Chlorocebus, Eva Rebecka",Korsfararvägen 46,18140,Lidingö      ,K,N
199105192398,P,10,Buster, ,Pleuronectidae,1,92,99,Odins väg 1C,14933,Nynäshamn,  ,"Pleuronectidae, Buster",Odins väg 1C,14933,Nynäshamn    ,M,N
199105202387,P,10,Amanda, ,Atherurus,1,82,99,Bergstigen 117,13833,Älta,  ,"Atherurus, Amanda",Bergstigen 117,13833,Älta         ,K,N
199105202395,P,10,Jonny, ,Lota,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Lota, Jonny",Tideliusgatan 27,11869,Stockholm    ,M,N
199105212386,P,10,Fredrika Lena, ,Eperlanus,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Eperlanus, Fredrika Lena",Liedbergsgatan 3B,35230,Växjö        ,K,N
199105212394,P,10,Joel, ,Faren Abramis,1,80,99,Sollidenbacken,11521,Stockholm,  ,"Faren Abramis, Joel",Sollidenbacken,11521,Stockholm    ,M,N
199105222385,P,10,Mariam Wendela, ,Micromys,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Micromys, Mariam Wendela",Ljunggatan 13,41321,Göteborg     ,K,N
199105222393,P,10,Åke, ,Ballerus,1,86,99,Olvontunet 7,18148,Lidingö,UV,"Ballerus, Åke",Olvontunet 7,18148,Lidingö      ,M,N
199105232384,P,10,Diana Ottilia, ,Bergtunga Microstomus,1,27,99,Vreta backe 24,14744,Tumba,  ,"Bergtunga Microstomus, Diana Ottilia",Vreta backe 24,14744,Tumba        ,K,N
199105232392,P,10,Herman, ,Öring-Salmo,1,62,99,Bergstigen 12,18278,Stocksund,  ,"Öring-Salmo, Herman",Bergstigen 12,18278,Stocksund    ,M,N
199105242383,P,10,Emelia Pauline, ,Sandskädda Limanda,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Sandskädda Limanda, Emelia Pauline",August Malmsgatan 17B,98136,Kiruna       ,K,N
199105242391,P,10,Jonah, ,Id Leuciscus,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Id Leuciscus, Jonah",Emanuel Birkes väg 8C/Lind,14430,Rönninge     ,M,N
199105252382,P,10,Ella Pauline, ,Lumbriciformis,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Lumbriciformis, Ella Pauline",Ölmevägen 15,12332,Farsta       ,K,N
199105252390,P,10,Börje, ,Rajiformes,1,81,99,Högmovägen 20,15186,Södertälje,  ,"Rajiformes, Börje",Högmovägen 20,15186,Södertälje   ,M,N
199105262381,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
199105262399,P,10,Walter, ,Phodopus,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Phodopus, Walter",Kinnaredsgränd 9,12572,Älvsjö       ,M,N
199105272380,P,10,Manara, ,Bomullsråttor,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Bomullsråttor, Manara",Västra Hornsgatan 3,27432,Skurup       ,K,N
199105272398,P,10,Calle, ,Rostellatus,1,83,99,Rissneleden 41,17444,Sundbyberg,  ,"Rostellatus, Calle",Rissneleden 41,17444,Sundbyberg   ,M,N
199105282389,P,20,Karin Lovisa Johanna, ,Sik Coregonus,1,82,99,Bergstigen 117,13833,Älta,  ,"Sik Coregonus, Karin Lovisa Johanna",Bergstigen 117,13833,Älta         ,K,N
199105282397,P,10,Kristoffer Johan Kristian Johannes Olof-Gunnar Oskar Karima, ,Hjälmvaktel,1,80,99,Bivägen 12A ,12558,Älvsjö,  ,"Hjälmvaktel, Kristoffer J K J O-G O",Bivägen 12A,12558,Älvsjö       ,M,N
199105292388,P,10,Michelle, ,Havsnejonöga Petromyzon,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Havsnejonöga Petromyzon, Michelle",Hampvägen 4,14567,Norsborg     ,K,N
199105292396,P,10,Ceasar, ,Siklöja Coregonus,1,23,99,Bråvallavägen,17561,Järfälla,  ,"Siklöja Coregonus, Ceasar",Bråvallavägen/Acer,17561,Järfälla     ,M,N
199105302385,P,10,Karin, ,Röding Salvelinus,1,80,99,Hövdingagatan 13,12652,Hägersten,  ,"Röding Salvelinus, Karin",Hövdingagatan 13,12652,Hägersten    ,K,N
199105302393,P,10,Bertil, ,Hornsimpa Triglopsis,1,83,99,Rissneleden 41,17444,Sundbyberg,  ,"Hornsimpa Triglopsis, Bertil",Rissneleden 41,17444,Sundbyberg   ,M,N
199105312384,P,10,My, ,Pirålar,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Pirålar, My",Korsfararvägen 46,18140,Lidingö      ,K,N
199105312392,P,10,Teddy Ulf, ,Syngnathidae,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Syngnathidae, Teddy Ulf",Arvesgärde 10,41744,Göteborg     ,M,N
199106012389,P,10,Janice, ,Carassius,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Carassius, Janice",Skarpnäcks Allé 62,12833,Skarpnäck    ,K,N
199106012397,P,10,Sigge, ,Lerskädda Hippoglossoides,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Lerskädda Hippoglossoides, Sigge",Vårbergsplan 10,12743,Skärholmen   ,M,N
199106022388,P,12,anna-karin eva, ,Krumnosig,1,92,99,Landgången 5,14935,Nynäshamn,  ,"Krumnosig, anna-karin eva",Landgången 5,14935,Nynäshamn    ,K,N
199106022396,P,10,Dani, ,Bandicootråttor,1,92,99,Landgången 5,14935,Nynäshamn,  ,"Bandicootråttor, Dani",Landgången 5,14935,Nynäshamn    ,M,N
199106032387,P,10,Jasmine, ,Cottidae,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Cottidae, Jasmine",Terapivägen 16D,14156,Huddinge     ,K,N
199106032395,P,10,Felix, ,Cynoglossus,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Cynoglossus, Felix",SANDSTUGAN 2,14992,Nynäshamn    ,M,N
199106042386,P,10,Freja, ,Esocidae,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Esocidae, Freja",Olofsgatan 13,19330,Sigtuna      ,K,N
199106042394,P,10,Hannes, ,Osmeriformes,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Osmeriformes, Hannes",Nydalavägen 73,15251,Södertälje   ,M,N
199106052385,P,10,Lena, ,Paraxeruscepapi,1,82,99,Henriksdalsringen 53,13132,Nacka,  ,"Paraxeruscepapi, Lena",Henriksdalsringen 53,13132,Nacka        ,K,N
199106052393,P,10,Paul, ,Notomys,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Notomys, Paul",Olofsgatan 13,19330,Sigtuna      ,M,N
199106062384,P,10,Magnus, ,Röding Salvelinus,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Röding Salvelinus, Magnus",Westerdahlsvägen 39,14461,Rönninge     ,K,N
199106062392,P,10,Danial, ,Besoarantilop,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Besoarantilop, Danial",SANDSTUGAN 2,14992,Nynäshamn    ,M,N
199106072383,P,10,Irma, ,Spilocuscus,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Spilocuscus, Irma",Terapivägen 16D,14156,Huddinge     ,K,N
199106072391,P,10,Jerry, ,Berggylta Labrus,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Berggylta Labrus, Jerry",Laxgatan 8/Quercus,13343,Saltsjöbaden ,M,N
199106082382,P,10,Kenny Xander, ,Dvärgmöss,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Dvärgmöss, Kenny Xander",Dalgatan 42,64632,Gnesta       ,K,N
199106092381,P,10,Deborah, ,Alosa,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Alosa, Deborah",Skarpnäcks Allé 62/Ulmus,12833,Skarpnäck    ,K,N
199106092399,P,10,Mats, ,Lotidae,1,92,99,Landgången 5,14935,Nynäshamn,  ,"Lotidae, Mats",Landgången 5,14935,Nynäshamn    ,M,N
199106102388,P,10,Josefine, ,Makrillfiskar,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Makrillfiskar, Josefine",SANDSTUGAN 2,14992,Nynäshamn    ,K,N
199106102396,P,10,Filip, ,Eperlanus,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Eperlanus, Filip",Olvontunet 7,18148,Lidingö      ,M,N
199106112387,P,10,Marika, ,Dipodomys,1,81,99,Mjölnarstigen 11,15021,Mölnbo,  ,"Dipodomys, Marika",Mjölnarstigen 11,15021,Mölnbo       ,K,N
199106112395,P,10,Juha, ,Myxinidae,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Myxinidae, Juha",Ripvägen 12,17564,Järfälla     ,M,N
199106122386,P,10,Hanna, ,Pigghaj Squalus,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Pigghaj Squalus, Hanna",Laxgatan 8,13343,Saltsjöbaden ,K,N
199106122394,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
199106132385,P,10,Gina, ,Kantnål Sygnathus,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Kantnål Sygnathus, Gina",Tideliusgatan 27,11869,Stockholm    ,K,N
199106132393,P,10,Carl, ,Röding Salvelinus,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Röding Salvelinus, Carl",Skarpnäcks Allé 62/Asp,12833,Skarpnäck    ,M,N
199106142384,P,10,Elisabet, ,Idus,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Idus, Elisabet",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
199106142392,P,10,Don Patric, ,Gröna markattor,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Gröna markattor, Don Patric",Sergelgatan 12,11157,Stockholm    ,M,N
199106152383,P,10,Carolin, ,Sicista,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Sicista, Carolin",Westerdahlsvägen 39/Robinia,14461,Rönninge     ,K,N
199106152391,P,10,Joshua Tom, ,Microcephalus,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Microcephalus, Joshua Tom",Förrådsvägen 7,38631,Färjestaden  ,M,N
199106162382,P,10,Irene, ,Atherurus,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Atherurus, Irene",Vårbergsplan 10,12743,Skärholmen   ,K,N
199106162390,P,10,Josef, ,Marulkfiskar,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Marulkfiskar, Josef",Laxgatan 8,13343,Saltsjöbaden ,M,N
199106172381,P,10,Eva, ,Ratufa,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Ratufa, Eva",Laxgatan 8,13343,Saltsjöbaden ,K,N
199106172399,P,10,Ulf Jonas, ,Raphicerus sharpei,1,36,99,Furunäs 30,13770,Dalarö,  ,"Raphicerus sharpei, Ulf Jonas",Furunäs 30,13770,Dalarö       ,M,N
199106182380,P,10,Lena, ,Rheinardia,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Rheinardia, Lena",Edövägen 16B,13230,Saltsjö-boo  ,K,N
199106182398,P,10,Matti, ,Maxima,1,91,99,Valstavägen 42,19550,Märsta,  ,"Maxima, Matti",Valstavägen 42/Lind,19550,Märsta       ,M,N
199106192389,P,10,Lasse, ,Dipodomys,1,26,99,Paradistorget 16,14147,Huddinge,  ,"Dipodomys, Lasse",Paradistorget 16,14147,Huddinge     ,K,N
199106192397,P,10,Marcus, ,Fluviatilis,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Fluviatilis, Marcus",Edövägen 16B,13230,Saltsjö-boo  ,M,N
199106202386,P,10,Marie, ,Hemitragus,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Hemitragus, Marie",Barrstigen 7/Tilia,13936,Värmdö       ,K,N
199106202394,P,10,Oskar, ,Sigmodon,1,80,99,Rindögatan 21,11558,Stockholm,  ,"Sigmodon, Oskar",Rindögatan 21/Falsk Acacia,11558,Stockholm    ,M,N
199106212385,P,10,Pia Malin, ,Hemitragus,1,62,99,Vendevägen 5F,18269,Djursholm,  ,"Hemitragus, Pia Malin",Vendevägen 5F,18269,Djursholm    ,K,N
199106212393,P,10,Carl-Johan, ,Sandskädda Limanda,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Sandskädda Limanda, Carl-Johan",Allévägen 9A/Bok,13756,Tungelsta    ,M,N
199106222384,P,10,Tiffany, ,Torskfiskar,1,62,99,Vendevägen 5F,18269,Djursholm,  ,"Torskfiskar, Tiffany",Vendevägen 5F,18269,Djursholm    ,K,N
199106222392,P,10,Viljo, ,Theristicus,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Theristicus, Viljo",Kristallvägen 49F/Quercus,12678,Hägersten    ,M,N
199106232383,P,10,Marie, ,Equus onager,1,26,99,Stationsvägen 34A,14140,Huddinge,  ,"Equus onager, Marie",Stationsvägen 34A/Ulmus,14140,Huddinge     ,K,N
199106232391,P,10,Ian, ,Gröna markattor,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Gröna markattor, Ian",Vårbergsplan 10,12743,Skärholmen   ,M,N
199106242382,P,10,Lena, ,Theristicus,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Theristicus, Lena",Ljunggatan 13,41321,Göteborg     ,K,N
199106242390,P,10,Carlos, ,Scophthalmidae,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Scophthalmidae, Carlos",Barrstigen 7/Lind,13936,Värmdö       ,M,N
199106252381,P,10,Melody, ,Flodnejonöga Lampetra,1,91,99,Valstavägen 42,19550,Märsta,  ,"Flodnejonöga Lampetra, Melody",Valstavägen 42,19550,Märsta       ,K,N
199106252399,P,10,Wiktor, ,Spilocuscus,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Spilocuscus, Wiktor",Korsfararvägen 46/Robinia,18140,Lidingö      ,M,N
199106262380,P,10,Marie, ,Saccostomus,1,26,99,Paradistorget 16,14147,Huddinge,  ,"Saccostomus, Marie",Paradistorget 16/Acer,14147,Huddinge     ,K,N
199106262398,P,10,Oskari, ,Planigale,1,82,99,Henriksdalsringen 53,13132,Nacka,  ,"Planigale, Oskari",Henriksdalsringen 53,13132,Nacka        ,M,N
199106272389,P,10,Susanna, ,Platessa,1,80,99,Sollidenbacken,11521,Stockholm,  ,"Platessa, Susanna",Sollidenbacken,11521,Stockholm    ,K,N
199106272397,P,10,Joseph Wilhelm, ,Maximus,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Maximus, Joseph Wilhelm",August Malmsgatan 17B,98136,Kiruna       ,M,N
199106282388,P,10,Kajsa, ,Osmeriformes,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Osmeriformes, Kajsa",Hampvägen 4,14567,Norsborg     ,K,N
199106282396,P,10,Jan, ,Sciurus,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Sciurus, Jan",Nydalavägen 73,15251,Södertälje   ,M,N
199106292387,P,10,Malisa, ,Öring-Salmo,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Öring-Salmo, Malisa",Ripvägen 12,17564,Järfälla     ,K,N
199106292395,P,10,Enzo, ,Actophilornis,1,80,99,Rindögatan 21,11558,Stockholm,  ,"Actophilornis, Enzo",Rindögatan 21,11558,Stockholm    ,M,N
199106302384,P,10,Linnéa, ,Gäddor,1,80,99,Bivägen 12A ,12558,Älvsjö,  ,"Gäddor, Linnéa",Bivägen 12A,12558,Älvsjö       ,K,N
199106302392,P,10,Josef, ,Maxillaris,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Maxillaris, Josef",Södra Jordbrovägen 33,13654,Haninge      ,M,N
199107012388,P,10,Jonna, ,Lamniformes,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Lamniformes, Jonna",August Malmsgatan 17B,98136,Kiruna       ,K,N
199107012396,P,10,Henry, ,Whiffiagonis,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Whiffiagonis, Henry",Ripvägen 12,17564,Järfälla     ,M,N
199107022387,P,10,Tua Gabrielle, ,Halvfår tahrer,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Halvfår tahrer, Tua Gabrielle",Korsfararvägen 46,18140,Lidingö      ,K,N
199107022395,P,10,Sam, ,Håkäring Somniosus,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Håkäring Somniosus, Sam",Bruksvägen 6A,64751,Åkers Styckeb,M,N
199107032386,P,10,Sara, ,Clavata,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Clavata, Sara",Klarbärsgatan 49,75452,Uppsala      ,K,N
199107032394,P,10,Lauri, ,Dromiciops,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Dromiciops, Lauri",August Malmsgatan 17B,98136,Kiruna       ,M,N
199107042385,P,10,Sanna, ,Brama,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Brama, Sanna",Ljunggatan 13,41321,Göteborg     ,K,N
199107042393,P,10,Ian, ,Chiloepungråtta,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Chiloepungråtta, Ian",Skarpnäcks Allé 62,12833,Skarpnäck    ,M,N
199107052384,P,10,Ylva, ,Aeglefinus,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Aeglefinus, Ylva",Dalgatan 42,64632,Gnesta       ,K,N
199107052392,P,10,Hamed, ,Nissögefiskar Cobitidae,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Nissögefiskar Cobitidae, Hamed",August Malmsgatan 17B,98136,Kiruna       ,M,N
199107062383,P,10,Kristin, ,Mesitornis,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Mesitornis, Kristin",Arvesgärde 10,41744,Göteborg     ,K,N
199107062391,P,10,Risto, ,Fiskar,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Fiskar, Risto",August Malmsgatan 17B,98136,Kiruna       ,M,N
199107072382,P,10,Kimberley, ,Halvfår tahrer,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Halvfår tahrer, Kimberley",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
199107072390,P,10,Joui, ,Mixtus,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Mixtus, Joui",Liedbergsgatan 3B,35230,Växjö        ,M,N
199107082381,P,10,Carmen, ,Pseudomys,1,26,99,Stationsvägen 34A,14140,Huddinge,  ,"Pseudomys, Carmen",Stationsvägen 34A/Lundalm,14140,Huddinge     ,K,N
199107082399,P,10,Hans, ,Pirålar,1,62,99,Berguddsvägen 4,18253,Danderyd,  ,"Pirålar, Hans",Berguddsvägen 4,18253,Danderyd     ,M,N
199107092380,P,10,Emma, ,Squalidae,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Squalidae, Emma",August Malmsgatan 17B,98136,Kiruna       ,K,N
199107092398,P,10,Erhard, ,Lophuranycthemera,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Lophuranycthemera, Erhard",Ölmevägen 15,12332,Farsta       ,M,N
199107102387,P,10,Eva, ,Aplodontia,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Aplodontia, Eva",Södra Jordbrovägen 33,13654,Haninge      ,K,N
199107102395,P,10,Kalle, ,Platessoides,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Platessoides, Kalle",Eldarevägen 13,15531,Nykvarn      ,M,N
199107112386,P,10,Stina, ,Nors Osmerus,1,81,99,Mörtstigen 30,15139,Södertälje,  ,"Nors Osmerus, Stina",Mörtstigen 30,15139,Södertälje   ,K,N
199107112394,P,10,Arvid, ,Alosa,1,20,99,Barrstigen 7,13936,Värmdö,  ,"Alosa, Arvid",Barrstigen 7,13936,Värmdö       ,M,N
199107122385,P,10,Tina, ,Ål Anguilla,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Ål Anguilla, Tina",Svartågatan 36,12845,Bagarmossen  ,K,N
199107122393,P,10,Jonah, ,Idus,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Idus, Jonah",Westerdahlsvägen 39/Lundalm,14461,Rönninge     ,M,N
199107132384,P,10,Lisa, ,Idus,1,27,99,Soltorpsvägen 8,14732,Tumba,  ,"Idus, Lisa",Soltorpsvägen 8,14732,Tumba        ,K,N
199107132392,P,10,Esso, ,Brama,1,91,99,Valstavägen 42,19550,Märsta,  ,"Brama, Esso",Valstavägen 42,19550,Märsta       ,M,N
199107142383,P,10,Frida, ,Fjällröding Salvelinus,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Fjällröding Salvelinus, Frida",Ölmevägen 15,12332,Farsta       ,K,N
199107142391,P,10,Matti, ,Maximus,1,39,99,Finnstastigen 88,19735,Bro,  ,"Maximus, Matti",Finnstastigen 88/Lundalm,19735,Bro          ,M,N
199107152382,P,10,Sofia, ,Kolmule Micromesistius,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Kolmule Micromesistius, Sofia",Kinnaredsgränd 9,12572,Älvsjö       ,K,N
199107162381,P,10,Gina, ,Kantnål Syngnathus,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Kantnål Syngnathus, Gina",Ölmevägen 15,12332,Farsta       ,K,N
199107162399,P,10,Justin Claes, ,Osmeridae,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Osmeridae, Justin Claes",Antmans väg 31,95334,Haparanda    ,M,N
199107172398,P,10,Mats, ,Lucioperca,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Lucioperca, Mats",SANDSTUGAN 2,14992,Nynäshamn    ,M,N
199107182389,P,10,Gina, ,Kantnålsfiskar,1,80,99,Sjösabrinken 10,12455,Bandhagen,  ,"Kantnålsfiskar, Gina",Sjösabrinken 10,12455,Bandhagen    ,K,N
199107182397,P,10,Yngve, ,Phasianus,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Phasianus, Yngve",Tideliusgatan 27,11869,Stockholm    ,M,N
199107192388,P,10,Jenny, ,Fiskar,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Fiskar, Jenny",Ripvägen 12/Asp,17564,Järfälla     ,K,N
199107192396,P,10,Åke, ,Anguilliformes,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Anguilliformes, Åke",Klarbärsgatan 49,75452,Uppsala      ,M,N
199107202385,P,10,Ulla, ,Kvastpiggsvin,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Kvastpiggsvin, Ulla",Emanuel Birkes väg 8C,14430,Rönninge     ,K,N
199107202393,P,10,Karl Edwin, ,Sandsik Coregonus,23,80,99,Ringvägen 21A,83137,Östersund,  ,"Sandsik Coregonus, Karl Edwin",Ringvägen 21A,83137,Östersund    ,M,N
199107212384,P,12,Ann-Kristin, ,Mört Rutilus,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Mört Rutilus, Ann-Kristin",Södra Jordbrovägen 33,13654,Haninge      ,K,N
199107212392,P,10,Daniel, ,Buskmöss,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Buskmöss, Daniel",Eldarevägen 13,15531,Nykvarn      ,M,N
199107222383,P,10,Maria, ,Getgaseller,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Getgaseller, Maria",Bruksvägen 6A,64751,Åkers Styckeb,K,N
199107222391,P,10,Adam, ,Norsfiskar,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Norsfiskar, Adam",Vårbergsplan 10/Väte,12743,Skärholmen   ,M,N
199107232382,P,10,Harriet, ,Rundmunnar,1,27,99,Forvägen 17,14551,Norsborg,  ,"Rundmunnar, Harriet",Forvägen 17/Hybridasp,14551,Norsborg     ,K,N
199107232390,P,10,Carl Daniel, ,Salar,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Salar, Carl Daniel",Edövägen 16B/Alm,13230,Saltsjö-boo  ,M,N
199107242381,P,10,Sara, ,Elritsa Phoxinus,1,27,99,Vreta backe 24,14744,Tumba,  ,"Elritsa Phoxinus, Sara",Vreta backe 24/Vresalm,14744,Tumba        ,K,N
199107242399,P,10,Josef, ,Maxima,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Maxima, Josef",Allévägen 9A,13756,Tungelsta    ,M,N
199107252380,P,10,Leila, ,Jacana,1,80,99,Dalagatan 35B,11323,Stockholm,  ,"Jacana, Leila",Dalagatan 35B,11323,Stockholm    ,K,N
199107252398,P,10,Hasse, ,Skarpsill Sprattus,1,81,99,Högmovägen 20,15186,Södertälje,  ,"Skarpsill Sprattus, Hasse",Högmovägen 20/Fagus,15186,Södertälje   ,M,N
199107262389,P,10,Åsa, ,Cyclopteridae,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,AS,"Cyclopteridae, Åsa",Skarpnäcks Allé 62,12833,Skarpnäck    ,K,N
199107262397,P,10,Böret, ,Pollachius,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Pollachius, Böret",SANDSTUGAN 2,14992,Nynäshamn    ,M,N
199107272388,P,10,Gabriella, ,Gös Sander,1,27,99,Forvägen 17,14551,Norsborg,  ,"Gös Sander, Gabriella",Forvägen 17,14551,Norsborg     ,K,N
199107272396,P,10,Sten, ,Osmeridae,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Osmeridae, Sten",Skarpnäcks Allé 62,12833,Skarpnäck    ,M,N
199107282387,P,12,Britt-Marie, ,Dvärgpungmöss,1,26,99,Visättravägen 49,14150,Huddinge,  ,"Dvärgpungmöss, Britt-Marie",Visättravägen 49,14150,Huddinge     ,K,N
199107282395,P,10,Nhico, ,Torskartade,1,81,99,Mjölnarstigen 11,15021,Mölnbo,  ,"Torskartade, Nhico",Mjölnarstigen 11,15021,Mölnbo       ,M,N
199107292386,P,10,Helena, ,Sill/strömming Clupea,1,80,99,Sjösabrinken 10,12455,Bandhagen,  ,"Sill/strömming Clupea, Helena",Sjösabrinken 10,12455,Bandhagen    ,K,N
